School Year,District Name,Category,4-Year Graduation Rate,Still Enrolled,Non-Completers (Certificate Of Attendance),Other,Column 8
2010,Suffield School District,White,92.57,1.98,0.5,4.95049505,
2010,Suffield School District,Male,90,2.73,0.91,6.363636364,
2010,Suffield School District,Female,94.44,0.93,0,4.62962963,
2010,Suffield School District,Non-ELL,92.2,1.83,0.46,5.504587156,
2010,Suffield School District,Eligible For Lunch,NA,NA,NA,NA,
2010,Suffield School District,Not Eligible For Lunch,92.92,1.89,0.47,4.716981132,
2010,Suffield School District,Special Education,63.64,18.1,0,18.18181818,
2010,Suffield School District,Non-Special Education,95.41,0,0.51,4.081632653,
2010,Thomaston School District,All Students,88.35,3.88,0,7.766990291,
2010,Thomaston School District,Hispanic,NA,NA,NA,NA,
2010,Thomaston School District,Non-Hispanic,89.11,3.96,0,6.930693069,
2010,Thomaston School District,Asian,NA,NA,NA,NA,
2010,Thomaston School District,Black,NA,NA,NA,NA,
2010,Thomaston School District,White,88.89,4.04,0,7.070707071,
2010,Thomaston School District,Male,87.76,6.12,0,6.12244898,
2010,Thomaston School District,Female,88.89,1.85,0,9.259259259,
2010,Thomaston School District,Non-ELL,88.35,3.88,0,7.766990291,
2010,Thomaston School District,Eligible For Lunch,NA,NA,NA,NA,
2010,Thomaston School District,Not Eligible For Lunch,91.58,3.16,0,5.263157895,
2010,Thomaston School District,Special Education,71.43,14.2,0,14.28571429,
2010,Thomaston School District,Non-Special Education,91.01,2.25,0,6.741573034,
2010,Thompson School District,All Students,80.18,3.6,0,16.21621622,
2010,Thompson School District,Hispanic,NA,NA,NA,NA,
2010,Thompson School District,Non-Hispanic,80,3.64,0,16.36363636,
2010,Thompson School District,Indian,NA,NA,NA,NA,
2010,Thompson School District,Asian,NA,NA,NA,NA,
2010,Thompson School District,Black,NA,NA,NA,NA,
2010,Thompson School District,White,80.37,3.74,0,15.88785047,
2010,Thompson School District,Male,69.84,6.35,0,23.80952381,
2010,Thompson School District,Female,93.75,0,0,6.25,
2010,Thompson School District,Non-ELL,80.18,3.6,0,16.21621622,
2010,Thompson School District,Eligible For Lunch,76.47,0,0,23.52941176,
2010,Thompson School District,Not Eligible For Lunch,80.85,4.26,0,14.89361702,
2010,Thompson School District,Special Education,66.67,11.1,0,22.22222222,
2010,Thompson School District,Non-Special Education,81.37,2.94,0,15.68627451,
2010,Tolland School District,All Students,94.76,3.49,0,1.746724891,
2010,Tolland School District,Hispanic,100,0,0,0,
2010,Tolland School District,Non-Hispanic,94.62,3.59,0,1.793721973,
2010,Tolland School District,Indian,NA,NA,NA,NA,
2010,Tolland School District,Asian,NA,NA,NA,NA,
2010,Tolland School District,Black,NA,NA,NA,NA,
2010,Tolland School District,White,94.44,3.7,0,1.851851852,
2010,Tolland School District,Male,92.24,6.03,0,1.724137931,
2010,Tolland School District,Female,97.35,0.88,0,1.769911504,
2010,Tolland School District,Non-ELL,94.76,3.49,0,1.746724891,
2010,Tolland School District,Eligible For Lunch,100,0,0,0,
2010,Tolland School District,Not Eligible For Lunch,94.52,3.65,0,1.826484018,
2010,Tolland School District,Special Education,78.26,21.7,0,0,
2010,Tolland School District,Non-Special Education,96.6,1.46,0,1.941747573,
2010,Torrington School District,All Students,77.64,8.7,0,13.66459627,
2010,Torrington School District,Hispanic,68.57,11.4,0,20,
2010,Torrington School District,Non-Hispanic,78.75,8.36,0,12.89198606,
2010,Torrington School District,Asian,87.5,12.5,0,0,
2010,Torrington School District,Black,66.67,20,0,13.33333333,
2010,Torrington School District,White,79.17,7.58,0,13.25,
2010,Torrington School District,Male,72.22,11.1,0,16.66666667,
2010,Torrington School District,Female,83.13,6.25,0,10.62,
2010,Torrington School District,ELL,63.16,21,0,15.78947368,
2010,Torrington School District,Non-ELL,78.55,7.92,0,13.53135314,
2010,Torrington School District,Eligible For Lunch,55,18.7,0,26.25,
2010,Torrington School District,Not Eligible For Lunch,85.12,5.37,0,9.504132231,
2010,Torrington School District,Special Education,48.39,29,0,22.58064516,
2010,Torrington School District,Non-Special Education,80.76,6.53,0,12.71477663,
2010,Trumbull School District,All Students,94.71,1.94,0,3.350970018,
2010,Trumbull School District,Hispanic,92.31,3.85,0,3.84,
2010,Trumbull School District,Non-Hispanic,94.82,1.85,0,3.327171904,
2010,Trumbull School District,Asian,86.36,0,0,13.63636364,
2010,Trumbull School District,Black,86.96,4.35,0,8.69,
2010,Trumbull School District,White,95.56,1.81,0,2.620967742,
2010,Trumbull School District,Male,93.07,2.92,0,4.01459854,
2010,Trumbull School District,Female,96.25,1.02,0,2.730375427,
2010,Trumbull School District,ELL,NA,NA,NA,NA,
2010,Trumbull School District,Non-ELL,95.04,1.95,0,3.008849558,
2010,Trumbull School District,Eligible For Lunch,89.47,5.26,0,5.263157895,
2010,Trumbull School District,Not Eligible For Lunch,94.89,1.82,0,3.284671533,
2010,Trumbull School District,Special Education,88.57,8.57,0,2.857142857,
2010,Trumbull School District,Non-Special Education,95.11,1.5,0,3.383458647,
2010,Vernon School District,All Students,76.74,7.55,0.3,15.40785498,
2010,Vernon School District,Hispanic,56.25,12.5,0,31.25,
2010,Vernon School District,Non-Hispanic,77.78,7.3,0.32,14.6031746,
2010,Vernon School District,Asian,94.74,5.26,0,0,
2010,Vernon School District,Black,65.63,9.38,0,24.99,
2010,Vernon School District,White,78.03,7.2,0.38,14.39393939,
2010,Vernon School District,Male,78.21,7.05,0.64,14.1025641,
2010,Vernon School District,Female,75.43,8,0,16.57142857,
2010,Vernon School District,ELL,75,12.5,0,12.5,
2010,Vernon School District,Non-ELL,76.78,7.43,0.31,15.47987616,
2010,Vernon School District,Eligible For Lunch,57.14,11.6,0,31.16883117,
2010,Vernon School District,Not Eligible For Lunch,82.68,6.3,0.39,10.62992126,
2010,Vernon School District,Special Education,51.28,30.7,0,17.94871795,
2010,Vernon School District,Non-Special Education,80.14,4.45,0.34,15.06849315,
2010,Wallingford School District,All Students,88.25,4.05,0,7.7,
2010,Wallingford School District,Hispanic,70.97,12.9,0,16.12903226,
2010,Wallingford School District,Non-Hispanic,89.34,3.48,0,7.172131148,
2010,Wallingford School District,Indian,NA,NA,NA,NA,
2010,Wallingford School District,Asian,87.5,0,0,12.5,
2010,Wallingford School District,Black,68.75,12.5,0,18.75,
2010,Wallingford School District,White,90.09,3.3,0,6.607929515,
2010,Wallingford School District,Male,85.55,5.32,0,9.125475285,
2010,Wallingford School District,Female,91.02,2.73,0,6.25,
2010,Wallingford School District,ELL,83.33,0,0,16.66666667,
2010,Wallingford School District,Non-ELL,88.3,4.09,0,7.602339181,
2010,Wallingford School District,Eligible For Lunch,75.61,14.6,0,9.756097561,
2010,Wallingford School District,Not Eligible For Lunch,89.33,3.14,0,7.531380753,
2010,Wallingford School District,Special Education,79.31,15.5,0,5.172413793,
2010,Wallingford School District,Non-Special Education,89.37,2.6,0,8.026030369,
2010,Waterbury School District,All Students,68.42,8.75,0.35,22.48468941,
2010,Waterbury School District,Hispanic,61.46,9.42,0.43,28.69379015,
2010,Waterbury School District,Non-Hispanic,73.22,8.28,0.3,18.19526627,
2010,Waterbury School District,Indian,NA,NA,NA,NA,
2010,Waterbury School District,Asian,69.57,0,0,30.43478261,
2010,Waterbury School District,Black,71.05,9.36,0.29,19.29824561,
2010,Waterbury School District,White,75.97,7.47,0.32,16.23376623,
2010,Waterbury School District,Male,63.5,11.5,0.73,24.27007299,
2010,Waterbury School District,Female,72.94,6.22,0,20.84033613,
2010,Waterbury School District,ELL,57.25,5.8,0,36.95,
2010,Waterbury School District,Non-ELL,69.95,9.15,0.4,20.49751244,
2010,Waterbury School District,Eligible For Lunch,64.57,10,0.56,24.78991597,
2010,Waterbury School District,Not Eligible For Lunch,74.83,6.53,0,18.64,
2010,Waterbury School District,Special Education,42.42,32.7,0,24.84848485,
2010,Waterbury School District,Non-Special Education,72.8,4.7,0.41,22.08588957,
2010,Waterford School District,All Students,93.83,3.08,0,3.083700441,
2010,Waterford School District,Hispanic,75,12.5,0,12.5,
2010,Waterford School District,Non-Hispanic,94.52,2.74,0,2.739726027,
2010,Waterford School District,Asian,90.91,0,0,9.090909091,
2010,Waterford School District,Black,90.91,9.09,0,0,
2010,Waterford School District,White,94.92,2.54,0,2.538071066,
2010,Waterford School District,Male,93.97,2.59,0,3.44,
2010,Waterford School District,Female,93.69,3.6,0,2.702702703,
2010,Waterford School District,ELL,NA,NA,NA,NA,
2010,Waterford School District,Non-ELL,93.75,3.13,0,3.12,
2010,Waterford School District,Eligible For Lunch,80,0,0,20,
2010,Waterford School District,Not Eligible For Lunch,94.47,3.23,0,2.304147465,
2010,Waterford School District,Special Education,68.18,27.2,0,4.545454545,
2010,Waterford School District,Non-Special Education,96.59,0.49,0,2.92,
2010,Watertown School District,All Students,81.67,10.8,0,7.5,
2010,Watertown School District,Hispanic,55.56,22.2,0,22.22222222,
2010,Watertown School District,Non-Hispanic,82.68,10.3,0,6.926406926,
2010,Watertown School District,Asian,NA,NA,NA,NA,
2010,Watertown School District,Black,NA,NA,NA,NA,
2010,Watertown School District,White,84.93,9.59,0,5.479452055,
2010,Watertown School District,Male,75.56,17,0,7.407407407,
2010,Watertown School District,Female,89.52,2.86,0,7.619047619,
2010,Watertown School District,ELL,NA,NA,NA,NA,
2010,Watertown School District,Non-ELL,82.2,11,0,6.779661017,
2010,Watertown School District,Eligible For Lunch,69.44,16.6,0,13.88888889,
2010,Watertown School District,Not Eligible For Lunch,83.82,9.8,0,6.37254902,
2010,Watertown School District,Special Education,60,27.5,0,12.5,
2010,Watertown School District,Non-Special Education,86,7.5,0,6.5,
2010,Westbrook School District,All Students,94.67,0,0,5.33,
2010,Westbrook School District,Hispanic,NA,NA,NA,NA,
2010,Westbrook School District,Non-Hispanic,94.37,0,0,5.6,
2010,Westbrook School District,Asian,NA,NA,NA,NA,
2010,Westbrook School District,Black,NA,NA,NA,NA,
2010,Westbrook School District,White,93.94,0,0,6.060606061,
2010,Westbrook School District,Male,95.24,0,0,4.761904762,
2010,Westbrook School District,Female,93.94,0,0,6.06,
2010,Westbrook School District,Non-ELL,94.67,0,0,5.33,
2010,Westbrook School District,Eligible For Lunch,NA,NA,NA,NA,
2010,Westbrook School District,Not Eligible For Lunch,94.59,0,0,5.41,
2010,Westbrook School District,Special Education,100,0,0,0,
2010,Westbrook School District,Non-Special Education,94.28,0,0,5.72,
2010,West Hartford,All Students,92.74193548,3.494623656,0,3.76344086,
2010,West Hartford,Hispanic,78.1,11.6,0,10.34482759,
2010,West Hartford,Non-Hispanic,96.9889065,1.3,0,1.6,
2010,West Hartford,Indian,NA,NA,NA,NA,
2010,West Hartford,Asian,98.64864865,1.2,0,0.2,
2010,West Hartford,Black,92.3,2.5,0,5.2,
2010,West Hartford,White,97.30290456,0.9,0,1.8,
2010,West Hartford,Male,90.80779944,3.899721448,0,5.292479109,
2010,West Hartford,Female,94.54545455,3.116883117,0,2.337662338,
2010,West Hartford,ELL,90.32258065,9.677419355,0,0,
2010,West Hartford,Non-ELL,92.84712482,3.225806452,0,3.927068724,
2010,West Hartford,Eligible For Lunch,85.71428571,7.142857143,0,7.142857143,
2010,West Hartford,Not Eligible For Lunch,93.80804954,2.941176471,0,3.250773994,
2010,West Hartford,Special Education,85.52631579,10.52631579,0,3.947368421,
2010,West Hartford,Non-Special Education,93.56287425,2.694610778,0,3.74251497,
2010,West Haven School District,All Students,77.22,6,0.24,16.54,
2010,West Haven School District,Hispanic,72.15,5.06,0,22.78481013,
2010,West Haven School District,Non-Hispanic,78.4,6.21,0.3,15.0887574,
2010,West Haven School District,Indian,NA,NA,NA,NA,
2010,West Haven School District,Asian,64.29,0,0,35.71428571,
2010,West Haven School District,Black,73.33,6.67,0.74,19.25925926,
2010,West Haven School District,White,84.24,6.52,0,9.239130435,
2010,West Haven School District,Male,68.68,8.79,0.55,21.97802198,
2010,West Haven School District,Female,83.83,3.83,0,12.34042553,
2010,West Haven School District,ELL,76.47,0,0,23.52941176,
2010,West Haven School District,Non-ELL,77.25,6.25,0.25,16.25,
2010,West Haven School District,Eligible For Lunch,71.15,7.69,0,21.15384615,
2010,West Haven School District,Not Eligible For Lunch,80.84,4.98,0.38,13.79310345,
2010,West Haven School District,Special Education,42.86,30.9,0,26.19047619,
2010,West Haven School District,Non-Special Education,81.07,3.2,0.27,15.46,
2010,Weston School District,All Students,95.28,1.42,0,3.301886792,
2010,Weston School District,Hispanic,100,0,0,0,
2010,Weston School District,Non-Hispanic,95.15,1.46,0,3.39,
2010,Weston School District,Asian,100,0,0,0,
2010,Weston School District,Black,85.71,0,0,14.28571429,
2010,Weston School District,White,95.36,1.55,0,3.092783505,
2010,Weston School District,Male,93.27,1.92,0,4.807692308,
2010,Weston School District,Female,97.22,0.93,0,1.851851852,
2010,Weston School District,Non-ELL,95.28,1.42,0,3.301886792,
2010,Weston School District,Eligible For Lunch,NA,NA,NA,NA,
2010,Weston School District,Not Eligible For Lunch,95.26,1.42,0,3.317535545,
2010,Weston School District,Special Education,87.5,4.17,0,8.333333333,
2010,Weston School District,Non-Special Education,96.28,1.06,0,2.659574468,
2010,Westport School District,All Students,93.65,1.88,0,4.470588235,
2010,Westport School District,Hispanic,81.82,0,0,18.18181818,
2010,Westport School District,Non-Hispanic,93.96,1.93,0,4.106280193,
2010,Westport School District,Indian,NA,NA,NA,NA,
2010,Westport School District,Asian,100,0,0,0,
2010,Westport School District,Black,83.33,16.6,0,0,
2010,Westport School District,White,93.88,1.79,0,4.33,
2010,Westport School District,Male,92.73,2.73,0,4.54,
2010,Westport School District,Female,94.63,0.98,0,4.390243902,
2010,Westport School District,ELL,70,0,0,30,
2010,Westport School District,Non-ELL,94.22,1.93,0,3.85,
2010,Westport School District,Eligible For Lunch,90.91,0,0,9.090909091,
2010,Westport School District,Not Eligible For Lunch,93.72,1.93,0,4.347826087,
2010,Westport School District,Special Education,84.78,6.52,0,8.695652174,
2010,Westport School District,Non-Special Education,94.72,1.32,0,3.957783641,
2010,Wethersfield School District,All Students,85.49,5.05,0,9.463722397,
2010,Wethersfield School District,Hispanic,63.41,12.2,0,24.3902439,
2010,Wethersfield School District,Non-Hispanic,88.77,3.99,0,7.24,
2010,Wethersfield School District,Asian,100,0,0,0,
2010,Wethersfield School District,Black,77.27,9.09,0,13.63636364,
2010,Wethersfield School District,White,89.34,3.69,0,6.967213115,
2010,Wethersfield School District,Male,84.91,6.29,0,8.8,
2010,Wethersfield School District,Female,86.08,3.8,0,10.12,
2010,Wethersfield School District,ELL,72.73,9.09,0,18.18181818,
2010,Wethersfield School District,Non-ELL,85.95,4.9,0,9.150326797,
2010,Wethersfield School District,Eligible For Lunch,65,10,0,25,
2010,Wethersfield School District,Not Eligible For Lunch,88.45,4.33,0,7.220216606,
2010,Wethersfield School District,Special Education,50,22.2,0,27.77777778,
2010,Wethersfield School District,Non-Special Education,87.63,4.01,0,8.361204013,
2010,Wilton School District,All Students,94.38,2.19,0,3.43,
2010,Wilton School District,Hispanic,85.71,0,0,14.28571429,
2010,Wilton School District,Non-Hispanic,94.57,2.24,0,3.194888179,
2010,Wilton School District,Asian,83.33,0,0,16.66666667,
2010,Wilton School District,Black,83.33,16.6,0,0,
2010,Wilton School District,White,95.25,2.03,0,2.711864407,
2010,Wilton School District,Male,93.87,3.68,0,2.45398773,
2010,Wilton School District,Female,94.9,0.64,0,4.458598726,
2010,Wilton School District,ELL,NA,NA,NA,NA,
2010,Wilton School District,Non-ELL,94.94,2.22,0,2.84,
2010,Wilton School District,Eligible For Lunch,NA,NA,NA,NA,
2010,Wilton School District,Not Eligible For Lunch,94.62,1.9,0,3.481012658,
2010,Wilton School District,Special Education,95.83,4.17,0,0,
2010,Wilton School District,Non-Special Education,94.26,2.03,0,3.71,
2010,Windham School District,All Students,62.81,15.7,0,21.40350877,
2010,Windham School District,Hispanic,52.67,22,0,25.33333333,
2010,Windham School District,Non-Hispanic,74.07,8.89,0,17.03703704,
2010,Windham School District,Indian,NA,NA,NA,NA,
2010,Windham School District,Asian,NA,NA,NA,NA,
2010,Windham School District,Black,57.14,28.5,0,14.28571429,
2010,Windham School District,White,77.59,6.9,0,15.51,
2010,Windham School District,Male,58.16,18.4,0,23.40425532,
2010,Windham School District,Female,67.36,13.1,0,19.44444444,
2010,Windham School District,ELL,48.08,26.9,0,25,
2010,Windham School District,Non-ELL,66.09,13.3,0,20.60085837,
2010,Windham School District,Eligible For Lunch,48.92,22.3,0,28.77697842,
2010,Windham School District,Not Eligible For Lunch,76.03,9.59,0,14.38356164,
2010,Windham School District,Special Education,29.82,47.3,0,22.80701754,
